0.000000000000000000e+00,0.000000000000000000e+00
-6.351095438003540039e-02,3.534760326147079468e-02
-8.443912118673324585e-02,3.518126159906387329e-02
-1.985845416784286499e-01,4.245674237608909607e-02
-2.193945348262786865e-01,4.235684499144554138e-02
-2.412393540143966675e-01,4.245674237608909607e-02
-2.896338701248168945e-01,4.225694388151168823e-02
-3.250122964382171631e-01,4.225694388151168823e-02
-3.549855351448059082e-01,4.245674237608909607e-02
-3.771984279155731201e-01,4.255663976073265076e-02
-4.382232129573822021e-01,4.933262616395950317e-02
-4.523746073246002197e-01,4.933262616395950317e-02
-4.437198340892791748e-01,4.915769025683403015e-02
-4.437198340892791748e-01,4.921600222587585449e-02
-4.382232129573822021e-01,4.933262616395950317e-02
-4.296186268329620361e-01,4.915769025683403015e-02
-4.215655326843261719e-01,5.607492476701736450e-02
-4.160103797912597656e-01,5.627495422959327698e-02
-4.160103797912597656e-01,5.627495422959327698e-02
-4.099204838275909424e-01,5.640830472111701965e-02
-4.099204838275909424e-01,5.640830472111701965e-02
-4.018924534320831299e-01,5.627495422959327698e-02
-4.018924534320831299e-01,5.640830472111701965e-02
-3.943656980991363525e-01,5.620827898383140564e-02
-3.943656980991363525e-01,6.325887143611907959e-02
-3.877745270729064941e-01,6.333391368389129639e-02
-3.877745270729064941e-01,6.363407522439956665e-02
-3.807155787944793701e-01,6.333391368389129639e-02
-3.793623149394989014e-01,6.310878694057464600e-02
-3.714430332183837891e-01,6.295870989561080933e-02
-3.714430332183837891e-01,6.378415226936340332e-02
-3.674663901329040527e-01,6.348399072885513306e-02
-3.665976822376251221e-01,6.333391368389129639e-02
-3.603907227516174316e-01,7.055967301130294800e-02
-3.582607507705688477e-01,7.014264911413192749e-02
-3.524797856807708740e-01,7.039286196231842041e-02
-3.524797856807708740e-01,7.089328765869140625e-02
-3.470578789710998535e-01,7.072647660970687866e-02
-3.462393283843994141e-01,7.055967301130294800e-02
-3.407672643661499023e-01,7.089328765869140625e-02
-3.383618593215942383e-01,7.039286196231842041e-02
-3.320879638195037842e-01,7.055967301130294800e-02
-3.320879638195037842e-01,7.763535529375076294e-02
-3.273173868656158447e-01,7.818596065044403076e-02
-3.273173868656158447e-01,7.836949825286865234e-02
-3.179366290569305420e-01,7.763535529375076294e-02
-3.171850144863128662e-01,7.745182514190673828e-02
-3.108609318733215332e-01,7.763535529375076294e-02
-3.108609318733215332e-01,7.763535529375076294e-02
-3.037852644920349121e-01,7.763535529375076294e-02
-2.967095673084259033e-01,8.471103012561798096e-02
-2.967095673084259033e-01,8.531182259321212769e-02
-2.889491915702819824e-01,8.451077342033386230e-02
-2.825582027435302734e-01,8.471103012561798096e-02
-2.825582027435302734e-01,8.471103012561798096e-02
-2.754825353622436523e-01,8.471103012561798096e-02
-2.677723169326782227e-01,9.156972914934158325e-02
-2.604044675827026367e-01,9.146124124526977539e-02
-2.604044675827026367e-01,9.156972914934158325e-02
-2.465954571962356567e-01,9.156972914934158325e-02
-2.322020977735519409e-01,9.146124124526977539e-02
-2.246173471212387085e-01,9.124424308538436890e-02
-2.199119627475738525e-01,9.222070127725601196e-02
-2.123021185398101807e-01,9.200371056795120239e-02
-2.056936770677566528e-01,9.222070127725601196e-02
-1.971827745437622070e-01,9.156972914934158325e-02
-1.914754062891006470e-01,9.222070127725601196e-02
-1.830648779869079590e-01,9.156972914934158325e-02
-1.760059148073196411e-01,9.156972914934158325e-02
-1.693473011255264282e-01,9.178671985864639282e-02
-1.618880033493041992e-01,9.156972914934158325e-02
-1.548290550708770752e-01,9.156972914934158325e-02
-1.491707563400268555e-01,9.243769198656082153e-02
-1.339689046144485474e-01,9.178671985864639282e-02
-1.198175251483917236e-01,8.471103012561798096e-02
-1.132749021053314209e-01,8.511155843734741211e-02
-1.056661605834960938e-01,8.471103012561798096e-02
-9.129846096038818359e-02,8.451077342033386230e-02
-7.754633575677871704e-02,8.491130173206329346e-02
-7.028775662183761597e-02,8.471103012561798096e-02
-6.306263804435729980e-02,8.451077342033386230e-02
-5.613639205694198608e-02,8.471103012561798096e-02
-4.917669668793678284e-02,8.491130173206329346e-02
-4.208428785204887390e-02,8.491130173206329346e-02
-3.490934893488883972e-02,8.471103012561798096e-02
-2.789946831762790680e-02,8.491130173206329346e-02
-9.151480346918106079e-02,-1.912405490875244141e-01
-2.193945348262786865e-01,-1.987850815057754517e-01
-4.155174791812896729e-01,-2.187647670507431030e-01
-3.807155787944793701e-01,-2.049063742160797119e-01
-3.745420873165130615e-01,-1.983162313699722290e-01
-3.683351278305053711e-01,-1.987850815057754517e-01
-3.524797856807708740e-01,-1.907884478569030762e-01
-3.470578789710998535e-01,-1.916926652193069458e-01
-3.309103548526763916e-01,-1.764612197875976562e-01
-3.179366290569305420e-01,-1.700135022401809692e-01
-3.030670881271362305e-01,-1.625526249408721924e-01
-2.981124520301818848e-01,-1.637082099914550781e-01
-2.903186082839965820e-01,-1.633230298757553101e-01
-2.832261919975280762e-01,-1.562306284904479980e-01
-2.754825353622436523e-01,-1.558621525764465332e-01
-2.607133686542510986e-01,-1.484347283840179443e-01
-2.542554736137390137e-01,-1.487864702939987183e-01
-2.418069839477539062e-01,-1.427158266305923462e-01
-2.251515239477157593e-01,-1.341576725244522095e-01
-2.188770771026611328e-01,-1.346350908279418945e-01
-2.047257125377655029e-01,-1.275594234466552734e-01
-1.971827745437622070e-01,-1.272578686475753784e-01
-1.905743479728698730e-01,-1.204837337136268616e-01
-1.834986656904220581e-01,-1.204837337136268616e-01
-1.757973730564117432e-01,-1.130058988928794861e-01
-1.693473011255264282e-01,-1.134080514311790466e-01
-1.634224951267242432e-01,-1.070865020155906677e-01
-1.555628478527069092e-01,-1.065837442874908447e-01
-1.477700918912887573e-01,-1.060809940099716187e-01
-1.410445719957351685e-01,-9.925668686628341675e-02
-1.339689046144485474e-01,-9.925668686628341675e-02
-1.339689046144485474e-01,-1.001952886581420898e-01
-1.268932074308395386e-01,-9.218101203441619873e-02
-1.203840449452400208e-01,-9.261685609817504883e-02
-1.130083724856376648e-01,-9.239893406629562378e-02
-1.061657667160034180e-01,-8.550772070884704590e-02
-9.905663132667541504e-02,-8.550772070884704590e-02
-9.194750338792800903e-02,-8.550772070884704590e-02
-9.194750338792800903e-02,-7.839857786893844604e-02
-8.483836054801940918e-02,-7.839857786893844604e-02
-7.012159377336502075e-02,-7.078623026609420776e-02
-5.613639205694198608e-02,-6.387828290462493896e-02
-4.208428785204887390e-02,-5.693688988685607910e-02
-1.843662708997726440e-01,5.667501315474510193e-02
-2.056936770677566528e-01,4.956587776541709900e-02
-3.399654626846313477e-01,-4.275206848978996277e-02
-3.736566603183746338e-01,-6.372726708650588989e-02
-4.321667850017547607e-01,-9.949134290218353271e-02
-4.513051509857177734e-01,-1.131399497389793396e-01
-4.371872544288635254e-01,-9.196309000253677368e-02
-4.285993576049804688e-01,-7.756847888231277466e-02
-4.260769188404083252e-01,-6.418030709028244019e-02
-4.189677834510803223e-01,-4.996203631162643433e-02
-4.074977934360504150e-01,-4.239916056394577026e-02
-4.037971794605255127e-01,-2.856725081801414490e-02
-3.957691192626953125e-01,-1.434851065278053284e-02
-3.923690319061279297e-01,-1.990107994060963392e-04
-3.793623149394989014e-01,1.387174613773822784e-02
-3.763129711151123047e-01,2.823846787214279175e-02
-3.692038357257843018e-01,4.245674237608909607e-02
-3.520621657371520996e-01,6.325887143611907959e-02
-3.450115621089935303e-01,7.736005634069442749e-02
-3.379609584808349609e-01,9.146124124526977539e-02
-3.250122964382171631e-01,1.130137592554092407e-01
-3.171850144863128662e-01,1.268644928932189941e-01
-3.108609318733215332e-01,1.413164883852005005e-01
-2.825582027435302734e-01,1.837705820798873901e-01
-2.684068679809570312e-01,2.120733112096786499e-01
-2.625667750835418701e-01,2.272942811250686646e-01
-2.412393540143966675e-01,2.628399729728698730e-01
-2.324775457382202148e-01,2.751025259494781494e-01
-2.123021185398101807e-01,3.118683993816375732e-01
-2.123021185398101807e-01,3.118683993816375732e-01
-2.047257125377655029e-01,3.111328482627868652e-01
-1.981172859668731689e-01,3.047759830951690674e-01
-1.905743479728698730e-01,2.899058163166046143e-01
-1.834986656904220581e-01,2.686787545680999756e-01
-1.768400669097900391e-01,2.622215449810028076e-01
-1.701480001211166382e-01,2.557308375835418701e-01
-1.689469516277313232e-01,2.398077696561813354e-01
-1.630388647317886353e-01,2.344034314155578613e-01
-1.542787104845046997e-01,2.248876392841339111e-01
-1.484704315662384033e-01,2.125746756792068481e-01
-1.477700918912887573e-01,2.045129984617233276e-01
-1.398775428533554077e-01,1.892671585083007812e-01
-1.334938406944274902e-01,1.831189095973968506e-01
-1.265932321548461914e-01,1.762771755456924438e-01
-1.195342764258384705e-01,1.551003158092498779e-01
-1.130083724856376648e-01,1.487429887056350708e-01
-1.054163649678230286e-01,1.409824192523956299e-01
-1.054163649678230286e-01,1.277663707733154297e-01
-9.835740923881530762e-02,1.198055520653724670e-01
-8.443912118673324585e-02,9.178671985864639282e-02
-7.772922515869140625e-02,8.511155843734741211e-02
-7.012159377336502075e-02,7.039286196231842041e-02
-7.012159377336502075e-02,6.348399072885513306e-02
-6.306263804435729980e-02,5.627495422959327698e-02
-5.653452500700950623e-02,-1.445027347654104233e-02
-5.626910552382469177e-02,-1.438243221491575241e-02
-7.028775662183761597e-02,-2.142419107258319855e-02
-1.059159711003303528e-01,-4.275206848978996277e-02
-1.201007887721061707e-01,-4.984447732567787170e-02
-1.198175251483917236e-01,-4.972691833972930908e-02
-1.346023231744766235e-01,-5.707117170095443726e-02
-1.559297293424606323e-01,-6.418030709028244019e-02
-1.705483496189117432e-01,-7.145719230175018311e-02
-1.839324831962585449e-01,-7.821411639451980591e-02
-1.910248845815658569e-01,-7.821411639451980591e-02
-1.985845416784286499e-01,-8.550772070884704590e-02
-1.976500302553176880e-01,-8.510532975196838379e-02
-2.825582027435302734e-01,-9.218101203441619873e-02
-2.818902134895324707e-01,-9.196309000253677368e-02
-2.981124520301818848e-01,-9.261685609817504883e-02
-3.194398880004882812e-01,-9.261685609817504883e-02
-3.470578789710998535e-01,-9.239893406629562378e-02
-3.612427115440368652e-01,-8.530652523040771484e-02
-3.886934220790863037e-01,-8.510532975196838379e-02
-4.311475157737731934e-01,-8.510532975196838379e-02
-4.442461729049682617e-01,-7.784517854452133179e-02
-4.296186268329620361e-01,-7.775294780731201172e-02
-4.230693280696868896e-01,-7.784517854452133179e-02
-4.189677834510803223e-01,-7.839857786893844604e-02
-4.089514017105102539e-01,-7.784517854452133179e-02
-4.057018756866455078e-01,-7.858304679393768311e-02
-3.934300541877746582e-01,-7.053461670875549316e-02
-3.905312120914459229e-01,-7.128944247961044312e-02
-3.816177546977996826e-01,-7.095396518707275391e-02
-3.754275441169738770e-01,-7.112170755863189697e-02
-3.603907227516174316e-01,-7.095396518707275391e-02
-3.383618593215942383e-01,-6.372726708650588989e-02
-3.320879638195037842e-01,-6.387828290462493896e-02
-3.257806599140167236e-01,-6.402929872274398804e-02
-3.179366290569305420e-01,-6.387828290462493896e-02
-3.101260662078857422e-01,-6.372726708650588989e-02
-3.037852644920349121e-01,-6.387828290462493896e-02
-2.910033166408538818e-01,-5.707117170095443726e-02
-2.825582027435302734e-01,-5.680260062217712402e-02
-2.761338055133819580e-01,-5.693688988685607910e-02
-2.703104615211486816e-01,-5.720546096563339233e-02
